userId,movieId,rating,timestamp
55094,837,3.5,1131824042
1307,45517,3.0,1568150843
158849,1,5.0,994716786
84117,780,2.0,949853482
93291,102125,4.0,1566057245
83162,1206,5.0,1294081200
91893,1077,3.0,846831840
116676,1388,0.5,1116242246
27685,327,3.0,1200954439
95886,4322,4.0,1141416055
94445,5816,2.5,1258526574
140800,1673,3.5,1170775401
63977,150,4.5,1524251816
82730,2082,3.0,1113143762
78689,3755,3.0,974714510
28481,1231,3.0,1017710232
64618,7029,3.0,1438548386
69178,1320,5.0,968809963
46881,1485,2.5,1067259265
158690,2096,2.0,965155436
61803,183635,1.5,1525470579
35149,3637,3.0,958937353
64505,367,3.0,836917008
148291,8810,0.5,1425253513
96199,2944,4.0,1112410930
4738,1034,5.0,945114522
36338,2028,5.0,979173384
73723,508,3.5,1142618058
37237,70286,3.5,1293283191
49406,3438,2.0,1112058258
123633,91529,4.0,1506289499
68184,3005,5.0,982045958
119170,8361,4.0,1565801699
129558,2424,4.0,1132079154
127949,434,3.0,836425558
17047,103772,3.5,1389837915
128364,1917,1.0,1564156672
97203,1,5.0,942683155
148426,66,1.0,857149025
129689,6365,1.0,1321826843
57309,5013,1.5,1272241802
145344,59273,4.0,1272038761
90854,40581,2.5,1508423753
31621,2023,3.0,1123781109
77725,1080,4.0,1151840596
88385,66171,4.0,1440725307
108669,2231,3.0,1112390187
56600,208,3.0,848137226
43840,802,3.0,974991160
33138,1909,1.5,1123492667
48928,182,4.0,974929835
58099,3994,4.0,981131314
4019,139120,4.0,1547325127
27164,7325,2.5,1493406797
86534,72226,5.0,1553478955
106984,1197,5.0,902180792
18306,5394,4.0,1102734618
113420,3344,4.0,965413165
35756,7371,4.0,1477411748
84032,1073,3.0,861113846
108466,6936,4.0,1234057820
33928,163,4.0,1291010102
131936,1544,2.5,1173332328
55043,527,5.0,837632209
147538,6829,2.0,1065057670
129924,3977,5.0,1020036508
85757,3614,3.0,1482247145
50335,45517,5.0,1466561432
46660,30749,4.0,1218835773
65090,10,4.0,1236106176
138662,356,3.0,1522994594
45981,317,3.0,832861059
49701,105844,5.0,1424763995
79073,122922,3.5,1550426692
14734,4214,3.0,1044632936
34416,594,5.0,1005430867
133183,1580,4.0,1236599762
161871,1,3.0,833104576
136609,2985,5.0,1034956511
105163,3483,4.0,1234593393
134493,2959,4.0,1301871984
6492,2019,5.0,947270690
140255,587,4.0,1337257751
84456,139385,3.5,1476091161
103577,440,3.0,833904610
142714,173145,4.0,1510443813
61787,106072,3.5,1438876257
96499,4034,3.5,1175482643
156640,55118,4.0,1427503451
151307,595,3.0,1236525181
126916,45728,4.0,1542038734
5716,4343,3.5,1550198492
135069,6764,1.0,1470022853
17364,1089,4.0,984260255
120784,7147,3.5,1172736366
10197,30812,2.5,1143313982
76223,1307,2.0,1541993830
113739,2953,3.0,974632764
122544,37727,2.5,1226195184
98993,1214,3.5,1519695403
36405,3285,2.0,1001998670
103902,1263,5.0,1357278934
144638,6,5.0,944928353
11466,1866,3.5,1107225075
65270,87520,3.0,1472212872
108879,4235,4.0,1423684216
35963,293,5.0,970363186
10093,231,3.0,842007590
45211,4874,2.0,1025489484
103905,597,3.5,1162736193
3244,527,5.0,970528589
124889,2252,4.0,939973838
42133,144,4.0,1079993777
39584,8961,4.0,1483594082
11579,3910,3.5,1056865626
120269,2858,4.0,1212737485
64327,54997,4.0,1312132117
19997,174477,2.0,1552833430
28876,6378,3.0,1167257902
124081,380,4.0,1111485938
140661,21,4.0,832017826
109138,786,3.0,856368888
41150,4205,4.0,1000575602
91187,31696,3.5,1240255074
96820,1188,4.0,962683875
98873,3755,3.0,1118752767
115276,953,4.5,1118876019
3248,1614,4.0,937866791
145532,103249,3.0,1375825245
110739,1270,4.0,901664066
136555,7346,3.5,1154463868
89564,1371,2.0,1002134865
21892,2706,4.0,1455385585
159841,110,4.0,945055719
110704,91974,2.5,1513842630
19886,4388,3.0,1514543530
17130,34,1.0,1087929423
58496,253,5.0,828629807
63771,474,5.0,979412180
54267,1036,3.0,1292797345
38600,3052,3.5,1452898408
54706,4619,2.0,1051883717
36910,5418,3.5,1216063519
138530,1747,5.0,1004382009
47548,30825,2.5,1158558097
157877,714,4.5,1127603273
7018,6016,5.0,1541002049
160412,300,4.0,853506609
29158,3253,3.0,980235746
97656,48516,5.0,1540104715
32101,4226,5.0,1187800732
142132,596,3.0,984671690
2424,58559,4.0,1322504251
70141,1784,4.5,1215457476
71789,3998,3.5,1301399462
10694,904,5.0,1513573171
69443,377,3.5,1111199366
114730,5009,2.5,1093971164
83363,33794,5.0,1439498234
41633,50,4.0,1476728479
112799,28,4.5,1505372662
148741,1748,4.0,1151378989
68595,161,4.0,1014513071
18242,3967,3.5,1185038816
1482,1304,4.0,1172095836
95619,1265,5.0,945471623
64913,2118,4.0,942511777
35734,115149,4.0,1555332171
8818,64575,2.5,1285119222
155174,380,3.0,1437850078
52841,1748,3.0,924611978
115830,1243,1.0,885525616
46951,3753,3.0,1113525521
51758,4370,2.5,1349814255
69912,55290,3.5,1272435914
153967,5611,3.0,1047224565
8022,480,3.0,964113338
101289,36525,4.0,1531108226
107252,594,4.0,1039404014
80989,80615,4.0,1442863067
79104,608,4.5,1344337615
2501,1270,5.0,1505868478
157552,2706,4.0,1459610124
92122,105,2.0,1042639395
142286,3421,5.0,1029788883
17312,5417,4.0,1060675193
128102,316,3.0,945009488
157547,1573,3.0,941454019
108381,3510,4.0,978886245
46317,3175,4.0,974695303
15148,1225,4.0,1080554996
110985,367,4.0,835175961
115211,53996,0.5,1446159073
18772,1232,5.0,1325456894
135180,5418,5.0,1456679289
151298,5952,4.5,1059270796
8739,58,3.0,1111501134
59254,3863,3.0,974736818
77508,750,3.0,1099357099
135755,2797,4.0,938896460
39672,1269,4.5,1144560556
119794,2857,4.0,992321356
124611,8581,4.0,1094270020
5739,112,3.0,848733149
131370,86880,5.0,1412792819
145792,82202,5.0,1445872170
5848,99728,5.0,1448522025
43825,1320,4.5,1119960720
127830,300,4.0,843772671
46350,1499,1.5,1112084718
10397,62912,3.0,1280618035
129169,4225,4.0,1121732485
85907,3034,1.0,965250838
146221,3248,3.0,1028682608
90013,608,4.5,1220927639
118324,3793,4.5,1494105180
13965,4361,3.0,1237659096
19651,5991,4.0,1047786053
61067,1129,4.0,1239062869
161131,344,4.0,841164245
8160,72226,3.5,1569726895
129608,1391,5.0,858957487
13199,786,3.0,853237583
151190,1387,3.5,1562342080
11638,59369,4.0,1250911484
24434,114662,4.0,1534281193
59363,8387,3.5,1218723212
138863,33660,2.0,1476597741
161284,838,4.5,1102202233
38508,145,3.0,1465920219
63431,1924,3.5,1111483881
46900,115122,3.5,1552187805
99825,1900,5.0,1117522295
78280,158966,4.5,1495996233
102586,39,1.0,877109486
43142,57370,3.0,1256061164
111584,33660,4.0,1440733664
100501,1193,3.5,1439576419
42424,1408,4.0,1115047527
109999,79132,3.5,1449720190
90495,1242,4.0,948569049
131506,2640,4.0,952138668
86150,552,3.0,1281558290
105728,65882,3.0,1489048541
9826,177765,4.0,1519000536
142533,441,3.0,1436378286
161919,3623,1.5,1571592526
156563,2908,3.5,1259104384
36324,95441,4.0,1437445376
119872,1176,0.5,1165692218
90627,2469,3.0,954020002
8961,1673,3.0,1546399321
32319,49530,2.5,1496463992
61221,2716,3.0,989597034
47466,3100,3.5,1205442976
107790,44241,3.5,1487026546
66332,1682,5.0,947644179
25873,339,4.0,907432561
124810,2710,2.0,1023724354
152086,3868,3.0,1474458019
87375,6663,4.0,1063354691
65931,72737,3.0,1572915168
70332,3268,2.0,1073324127
21410,106782,4.5,1565905388
128757,65,1.0,852748000
47516,2728,3.0,977933606
104907,7236,4.0,1246847400
34365,372,3.5,1139721540
114947,142488,5.0,1516043990
46450,480,3.0,1508901024
72459,5109,3.0,1522224946
74018,368,3.0,866802333
34381,2696,4.0,1376239995
137229,1479,2.0,992372942
123502,1288,5.0,1378704066
87672,108932,4.0,1469934762
58935,24,4.0,992917880
24810,46322,4.5,1546377569
25296,54652,3.5,1527971347
61795,1584,2.5,1214244291
159116,31658,3.5,1561753706
123006,6864,5.0,1452208467
110525,4416,3.0,1010088948
68492,4,4.0,830358378
138797,1225,3.5,1358730028
56246,8874,4.0,1107478301
14997,2580,3.5,1237194908
116268,2539,4.0,921011306
13213,4027,3.5,1217533264
95906,3504,4.5,1267869044
113060,6620,4.5,1154232393
86224,3535,3.5,1096643670
159585,8981,4.5,1435197194
43954,4085,4.0,1234998269
95544,4878,4.0,1462671544
97395,300,3.0,840189411
119842,39,4.0,837161664
94482,79057,4.5,1304054712
4820,103341,4.0,1496289689
59292,296,5.0,1541684093
37129,81845,5.0,1331946013
60285,3489,4.0,1365656221
75580,2406,5.0,1289838860
53817,2791,4.0,1494841614
112239,8874,4.0,1183342606
154059,592,2.5,1054443081
86490,1961,4.0,1080683525
5881,3255,3.0,1112423492
120800,2013,4.0,1043539066
55172,3623,3.0,1167153084
67051,296,4.5,1449092645
23108,1092,3.0,947141947
154631,2959,4.0,1482278912
112911,109487,5.0,1489080971
64905,66509,3.0,1288037801
110164,6923,4.0,1070970590
12450,2294,0.5,1389156599
159719,1917,3.0,1117836238
119230,3700,5.0,962918433
134937,1704,4.5,1084581927
38798,93272,2.5,1356446373
29709,91542,3.5,1447788012
28974,1777,3.0,1091419849
98536,110553,3.5,1525552740
103024,64497,0.5,1268317526
17695,1374,5.0,1366519645
147944,260,4.0,879413023
94354,2699,1.5,1089779232
160320,1056,3.0,858976487
58031,77561,3.5,1488569888
37945,34534,3.0,1144170150
66797,4447,2.0,1461918015
9852,1028,4.0,1442930210
30053,6880,3.5,1295533065
7212,4322,4.0,995208811
120642,4993,5.0,1068652493
44581,34150,0.5,1441036163
30779,7073,4.0,1318367293
25296,70159,2.0,1487307055
56003,64839,2.5,1429644054
154260,778,4.0,1443979179
73804,339,3.0,945309236
158228,1197,4.0,1043361772
82893,2628,2.5,1168923452
42707,539,4.0,834767777
43514,5377,4.0,1246167859
148013,6,3.0,949292503
113784,7743,3.5,1214957933
32927,59900,3.5,1522562348
33565,6936,3.0,1356796268
60078,1206,4.0,1361062377
154898,8464,4.0,1136238665
81436,4973,4.0,1048091577
68112,58559,2.5,1535256697
132735,30749,3.5,1145546082
9031,4975,4.5,1132765110
112595,333,5.0,841557465
149015,2572,2.5,1131678676
129098,1627,3.0,939119545
65340,4011,4.5,1270226666
62998,86833,1.0,1417283200
142083,3703,3.5,1075248172
102443,115122,4.0,1526139247
109319,1517,2.0,1124888452
134770,1947,5.0,901834519
140664,72641,4.0,1266734231
39905,60141,3.5,1243401482
108758,441,2.5,1085190605
108503,1208,5.0,1266965989
78623,5574,2.5,1105118335
28630,59369,3.0,1472392635
12416,2294,4.0,939729760
133995,58559,4.5,1506745723
74819,126584,3.5,1485126637
56722,480,5.0,843929429
82469,2722,4.5,1416843499
161251,56145,2.0,1480054744
36330,159093,3.5,1504903661
128744,435,3.5,1216240700
1806,1270,4.5,1168863335
57966,115617,5.0,1473930398
80047,1348,5.0,1238132785
1044,1291,5.0,944907697
142253,7147,4.5,1165352086
86723,534,4.0,940665538
54042,5650,3.5,1056351740
140463,5903,4.5,1333224977
17453,589,5.0,962413061
34870,1947,2.0,1387049741
68122,2628,1.5,1542773297
25056,455,4.0,845070104
2595,27727,4.5,1133009841
137308,736,4.0,953162776
4851,1476,3.0,945020899
124473,2324,1.0,952802690
92727,1225,3.5,1539472667
22952,4975,3.5,1424285856
89951,5418,4.0,1505008542
22027,39183,4.5,1140741974
65659,119155,3.0,1467837514
147690,64614,3.0,1456592075
62655,3448,4.0,1386623047
20055,6014,1.5,1169435536
150223,2916,3.0,1451449897
2495,118696,3.5,1439767652
37094,594,5.0,844608530
125075,6951,0.5,1361674165
66616,70286,3.5,1519683074
16519,6874,4.0,1441305620
74401,27821,4.0,1189174313
42271,168250,5.0,1553198906
147110,471,5.0,1370791167
10533,2247,5.0,981597315
23597,2797,5.0,961156554
116035,1391,3.0,1051554553
7294,5294,1.0,1042683737
140635,1198,4.5,1257917535
145468,4306,4.5,1262531483
49391,1299,5.0,992385047
8752,497,3.0,835991467
61248,93196,2.5,1397926331
129793,780,3.5,1120759033
97439,7944,4.5,1445462799
14922,7579,3.0,1260675022
152258,1713,2.0,958071904
56051,2931,5.0,1447687866
14116,76251,3.0,1352474326
136966,2053,1.5,1330628394
141247,4816,3.5,1349851196
157830,6378,4.0,1449688413
117404,2858,4.0,1225384597
95403,1484,2.5,1111248657
121688,73881,5.0,1425285997
38862,4367,2.0,1066430266
152224,167696,3.5,1528923078
21993,1036,4.0,985948567
104927,349,4.0,1112173885
157735,3484,5.0,987731521
74991,355,3.0,1078769100
156518,5952,4.5,1190152267
91256,1276,5.0,1059809547
14534,2342,3.0,1109350670
123186,500,3.0,1148078393
125490,1127,4.5,1364849161
26964,4034,3.5,1535642860
20622,1225,5.0,943552861
113791,3744,4.5,1186990774
56133,388,4.0,974840539
85282,106487,2.0,1456012443
113865,786,4.0,879841416
32808,7293,4.0,1090308098
118390,32587,2.5,1441317567
3645,68954,3.5,1488654662
61991,8874,4.5,1098549146
136250,48043,5.0,1319219976
31239,6874,4.5,1500222265
106293,2150,3.5,1286827353
64610,1957,3.0,984004919
84383,2028,4.0,968359747
49798,204,3.0,828203237
8472,4085,4.0,1083355919
39982,105,1.0,844981810
28723,2096,4.0,1533224125
73901,7293,4.0,1289250500
33929,3996,3.0,1034117093
110540,1374,5.0,966097024
40927,3751,4.0,1236538205
161383,432,3.5,1094780756
40985,5952,5.0,1063529091
32267,115617,3.5,1447212036
107181,26680,2.5,1138134423
97452,50872,2.5,1216338467
123731,904,4.5,1201563646
5981,80,4.0,1039397611
78616,5419,5.0,1261949607
129873,33493,4.5,1284934955
143027,1268,4.0,850214440
13514,4499,4.0,1433992901
140577,141139,3.5,1474983729
11056,4366,4.0,1491346729
57813,1178,2.5,1435149147
34217,3981,3.0,1167429146
78540,743,1.0,858536335
155230,7817,4.5,1104342278
141755,1921,4.0,1094763915
113832,905,4.0,998695517
12879,590,3.0,838913319
59841,858,3.0,867123851
21332,2949,3.0,956513107
65534,1230,5.0,947735505
131754,176371,3.0,1534845541
16105,3555,5.0,1479004364
116171,762,2.5,1494804478
136738,8961,4.5,1481329381
102209,64716,4.5,1301837794
7000,4018,4.0,1465344273
156163,260,4.0,1060098551
6278,361,4.0,848086538
85551,96079,4.5,1446914427
157205,736,3.0,965329273
57548,5110,3.0,1473330932
142286,41997,3.0,1219374496
120469,1748,2.5,1444937613
34409,48304,5.0,1185056190
22459,3827,3.0,1164348150
98996,1945,4.0,1065821346
111379,3100,5.0,1146062847
56552,133771,3.5,1564957762
153258,527,4.5,1378506112
123234,8644,0.5,1439782264
70274,31116,4.0,1188273548
143345,303,2.0,1470473409
152801,31804,1.5,1158490919
62751,5418,4.0,1454267168
67491,3433,1.0,1195540054
14514,6619,4.0,1455611412
87388,57669,3.5,1237455297
59814,1597,3.5,1070908118
17905,7147,4.5,1076126346
2082,373,3.0,865415461
16646,112556,4.5,1532126242
46239,2288,4.5,1568879801
76126,2174,3.0,984611737
57813,194074,3.5,1552337328
79677,3261,4.0,966927043
29010,1136,3.5,1312445033
101225,2023,4.0,1039161953
65858,2605,2.0,1007877171
134908,4022,3.5,1525216676
68996,2316,1.0,967780394
97151,2019,5.0,880129557
5572,671,3.0,1146020127
93913,64969,3.5,1243013877
63144,3994,4.0,1053069078
76064,110,5.0,854262666
5002,7438,4.0,1484116037
124546,1244,4.0,938792850
132830,3897,4.0,1014322206
87574,318,5.0,1255052363
64415,957,4.0,966382134
5215,68793,2.0,1544020171
118533,3481,3.0,997009804
2743,1240,4.0,975607636
68999,81591,2.5,1527381280
131802,6663,3.5,1493062688
145626,14,3.5,1107051366
70363,6539,4.5,1540935149
21263,8368,3.5,1197851124
19793,3255,3.5,1089484459
97671,2393,5.0,1248702333
157246,137062,3.0,1480731013
137198,780,3.0,1167869518
87735,919,5.0,1018379113
110532,355,3.0,836134943
42579,99437,4.5,1440247880
44141,2028,3.0,1129366246
6981,163134,4.5,1502465216
70226,115170,3.5,1436818694
37635,2734,4.0,1451096963
154978,778,4.0,901663595
61805,56156,3.5,1458891620
6481,4366,4.0,1567237629
92435,2716,3.0,1540371178
117574,55995,4.0,1489233529
100473,148626,4.5,1514967182
23295,177689,3.5,1542491724
3743,2139,4.0,1038797441
120553,100714,5.0,1469100694
28380,3977,3.0,1038676870
95886,1210,4.5,1141416908
141719,1042,2.5,1270839595
144497,900,2.0,999145859
125199,28,4.0,1019769756
27808,3081,1.0,1006226208
153685,39,2.5,1148321577
4310,64620,3.5,1550587796
41487,72641,3.5,1333523291
84912,3869,3.0,974966402
108735,1183,5.0,859470349
36629,150,1.0,1163798163
15277,293,4.5,1271106972
155853,4887,3.0,1018117525
12289,46578,4.5,1478990094
119561,4367,0.5,1457006356
146614,60072,4.0,1481042888
16421,141,3.0,1532722321
104362,2925,4.0,939666900
138640,661,4.0,831467837
81350,3219,4.0,976291613
79934,54997,0.5,1515976835
140064,34332,2.0,1486575917
147531,3911,5.0,974678465
128002,2011,3.5,1400673437
4587,4993,4.5,1225247184
45380,3983,4.0,977097959
114949,5299,4.0,1085610679
153443,6624,2.5,1186869289
138766,281,5.0,980886579
134630,4343,3.0,1063531170
160236,1375,1.5,1070035318
77507,1552,4.0,1514017073
85994,5040,3.0,1410162560
43828,296,3.5,1305500373
45117,1,4.0,1442256969
122347,1377,3.5,1111978638
94751,521,3.5,1107724030
103661,100,5.0,868648200
130700,537,3.0,837206722
10917,8368,4.5,1500774625
42811,3578,4.5,1167697346
21615,77455,5.0,1473707480
146522,176751,4.0,1521774540
12905,5882,4.0,1047255249
67966,2115,4.0,952700469
127262,117372,0.5,1471397683
159336,186,3.0,848141454
74107,3,1.0,913077338
124871,48414,2.0,1468010697
469,410,3.0,1495366692
68493,2940,4.5,1357447844
55477,1958,2.0,1025478838
103577,453,2.0,853768157
35580,2959,2.0,1116618916
10304,92210,2.5,1513015342
42472,46578,0.5,1503544981
14315,832,4.0,976815596
95600,64197,4.0,1434566086
12680,45447,2.0,1449561386
22692,8636,4.0,1316631800
47560,2098,4.0,952561965
69644,945,5.0,1005188941
52448,64839,4.5,1275935769
58663,4446,4.0,1116419586
133332,122886,4.5,1456971364
49605,50,4.0,1461235673
117749,2959,5.0,1568474974
113213,1407,4.0,1407293381
56860,95,3.0,1232472830
29653,2387,4.0,942913758
158323,593,5.0,893182964
55005,4226,4.0,1397340410
26223,2069,3.0,1031927850
67474,87869,1.0,1495211052
83845,3996,4.5,1067452196
51702,4370,3.0,1005101560
111796,637,4.0,1339580366
8880,5952,4.0,1573907160
94178,3949,4.5,1408401921
144125,4226,5.0,1306051210
44046,106002,4.0,1476630073
99410,93805,3.0,1340044660
128161,1136,4.0,974662187
94026,80463,4.0,1356463180
86177,2762,4.0,1192327402
88367,552,3.5,1124132197
99355,1682,4.5,1474436191
19429,34,5.0,839913895
121477,101142,3.5,1364179698
78090,3968,2.0,1133046464
42252,1409,3.0,869071691
90763,2102,3.5,1477202387
133377,97304,2.0,1507469128
74636,5225,4.5,1063307995
155696,6378,4.0,1424377798
6814,1856,2.0,1126199894
150605,318,4.5,1289410669
46717,2085,3.0,1313086530
66693,2628,3.0,1532666920
150485,594,2.0,1111784437
84743,40815,4.5,1525505824
58121,62,4.0,974771479
142090,4720,5.0,1014940040
14922,25868,3.5,1332561448
1722,6,3.5,1159078059
38553,3,4.0,852455911
101404,1701,4.0,997907309
109988,164179,5.0,1522097761
69527,4084,3.0,994442758
64816,1238,4.0,1018016808
105177,1562,1.5,1296265058
4981,5956,1.0,1232125320
123817,1835,4.0,1449861393
29931,1220,3.5,1542582117
39347,1923,4.0,1490397978
61371,3262,2.5,1537749642
117815,2467,5.0,1044444001
73329,2762,4.0,969591386
37449,3000,2.0,1108211185
108491,7143,4.0,1283513186
8879,4896,2.0,1022984089
14618,106782,4.0,1459652069
31762,4126,2.5,1107207117
109407,72131,3.5,1573744021
131394,475,5.0,1214977727
60655,43677,4.0,1277520594
161544,78469,2.0,1499019767
96246,3763,4.0,961946393
111311,4745,2.0,1245423663
216,1690,3.0,1029548442
30683,122918,4.5,1506614561
40413,2762,3.5,1170702363
155408,32587,5.0,1368291485
145608,2142,2.0,1102823278
116309,4306,4.0,1202937520
65173,102123,3.0,1540808991
62090,256,3.0,840784705
55546,3535,5.0,1021513692
148975,5989,3.0,1137034766
131542,2138,4.0,974696247
103411,2409,4.0,1013556865
28128,141,1.0,962676451
119986,1968,5.0,1325390176
49275,3328,4.0,989622842
11030,350,3.0,855518831
127704,4084,4.0,1044427164
76365,165,4.0,837815684
23687,3788,3.0,1461774989
20593,55995,3.0,1272219654
14160,903,2.0,957459207
628,135569,2.5,1480626582
104742,81847,4.5,1449163629
139102,24,3.0,994292519
151375,494,3.0,861533436
42778,1407,3.0,1067175422
136988,377,4.0,847870746
74130,6617,2.5,1490240827
111848,5956,2.5,1144840789
29145,2212,4.5,1394236243
86640,6936,3.0,1472490712
48928,1653,3.0,974927880
48365,4011,3.0,1440272686
113437,5,4.0,834660257
162473,2997,5.0,1060347694
97030,3160,3.0,1367278553
25919,1089,4.0,1001086423
90658,3986,3.0,1111475542
111402,2912,5.0,990550480
10806,6678,2.0,1342086465
144053,2739,3.0,1240354330
131612,319,3.5,1056317046
123475,8665,3.5,1487039047
56803,5902,3.5,1207985917
97720,61248,4.0,1474815252
28308,4980,3.0,1015470523
146762,88129,5.0,1545655864
43598,1104,3.0,1191292024
8171,780,1.0,1050204701
129426,327,4.0,1128248615
18047,6539,3.5,1098998049
137991,80590,2.5,1287313573
50767,3988,3.0,1104348785
23669,41566,2.5,1569006690
17700,2762,3.5,1281644398
6807,58559,3.0,1537406394
41903,253,4.0,1281129825
118122,39446,3.0,1284059658
122968,186587,2.5,1532020350
29201,5,3.0,852207199
97401,4371,4.5,1064617062
133570,6539,5.0,1126254388
146438,908,5.0,860845166
4144,98809,4.0,1478598861
50030,858,3.0,995056522
29004,2193,3.0,1439932799
134241,2706,3.0,1269179699
321,1127,4.0,1540498889
144488,79695,2.5,1432118338
79376,3206,3.0,1230963380
52177,356,4.5,1545630835
160210,2580,1.0,974758354
55227,923,3.5,1393535418
119326,1584,5.0,1222620836
47370,1562,3.0,1178592349
126890,2167,4.0,1544673257
99560,115617,4.5,1440180241
52419,69481,4.0,1370320452
67245,148626,4.0,1562187902
138012,60684,4.0,1478757856
143651,170,1.0,1409527284
71630,648,4.5,1502810066
27111,223,1.0,1111477497
132976,2001,3.5,1462047593
14267,1380,1.0,1558715641
57707,50,4.5,1135127266
138101,53318,3.0,1227315811
66946,593,5.0,1125020195
111485,4121,4.0,1042518021
27636,1376,3.0,1199371310
149903,145150,3.5,1459754728
36982,58839,4.5,1291362292
30477,3396,3.0,1155736107
26893,469,3.0,1013987805
49670,94777,3.5,1432019853
5909,36,5.0,850252671
47573,53123,5.0,1320542177
50486,2453,4.0,945930278
129299,2533,2.0,1296031335
16829,6155,2.0,1428857885
94811,2856,1.5,1107447262
80914,68349,4.0,1353762043
61737,3266,4.0,1019766030
25771,2424,2.5,1081945026
95055,45732,2.0,1484210590
119989,7153,4.5,1439315409
89538,1235,1.5,1304419445
33206,1690,2.0,1046805426
77379,3147,4.0,1119602581
109003,340,3.0,1043350886
145869,10,5.0,847009222
36194,590,4.0,939130419
29600,4327,3.5,1153893711
107137,4034,4.5,1190265379
123540,187717,3.0,1547686452
72252,4167,2.0,1445284559
132394,91104,1.5,1418245945
124868,2324,4.0,1404620453
77175,1197,5.0,974741625
88179,432,3.0,945052697
886,117533,4.5,1450270239
52321,2959,2.5,1515552548
97994,5120,4.0,1405586141
119532,2700,2.5,1119437915
63944,50162,3.0,1509299940
101794,68954,0.5,1543206191
66339,608,3.5,1126806225
111237,1259,5.0,1445892667
67567,1307,5.0,852753318
89750,97639,5.0,1542598323
9421,5349,4.5,1169824407
111273,648,4.5,1336441844
147535,37741,4.0,1537927305
88230,315,4.0,1305064321
2389,169864,3.0,1503855680
18055,50,4.5,1465523450
160937,4018,0.5,1369871855
135432,1517,2.5,1079556340
80598,3300,4.0,1304924166
29145,68358,5.0,1394236189
120229,1043,3.0,863184067
117548,4027,3.0,1068658678
15044,202575,3.5,1560752198
136772,196,3.0,1351702787
132827,1200,3.0,1200341196
