Id,rating
19_31658,1.0
19_32840,1.0
19_37729,1.0
19_40414,1.0
19_40815,1.0
19_45499,1.0
19_47629,1.0
19_49651,1.0
19_51662,1.0
19_56631,1.0
19_58559,1.0
19_60408,1.0
19_60609,1.0
19_63082,1.0
19_66371,1.0
19_66854,1.0
19_70286,1.0
19_72998,1.0
19_79702,1.0
19_81834,1.0
19_83134,1.0
19_84187,1.0
19_87306,1.0
19_88163,1.0
19_90943,1.0
19_92422,1.0
19_94978,1.0
19_95654,1.0
19_96907,1.0
19_97752,1.0
19_97913,1.0
19_98056,1.0
19_100946,1.0
19_109241,1.0
19_109633,1.0
19_110102,1.0
19_112552,1.0
19_114627,1.0
19_117176,1.0
19_126134,1.0
19_134853,1.0
19_136906,1.0
19_139859,1.0
19_140106,1.0
19_140809,1.0
19_142843,1.0
19_148468,1.0
19_152081,1.0
20_367,1.0
20_1036,1.0
20_1097,1.0
20_1214,1.0
20_1250,1.0
20_1389,1.0
20_2006,1.0
20_2716,1.0
20_3176,1.0
20_3873,1.0
20_5040,1.0
20_6561,1.0
20_6652,1.0
20_6658,1.0
20_6662,1.0
20_6663,1.0
20_35836,1.0
21_4874,1.0
21_6539,1.0
21_6711,1.0
21_7361,1.0
21_31658,1.0
21_33794,1.0
21_48516,1.0
21_48774,1.0
21_48780,1.0
21_51255,1.0
21_81834,1.0
21_94959,1.0
21_111759,1.0
21_122886,1.0
21_122892,1.0
21_134130,1.0
21_134853,1.0
22_231,1.0
22_296,1.0
22_316,1.0
22_318,1.0
22_592,1.0
23_7,1.0
23_39,1.0
23_50,1.0
23_111,1.0
23_186,1.0
23_246,1.0
23_261,1.0
23_356,1.0
23_370,1.0
23_377,1.0
23_380,1.0
23_457,1.0
23_509,1.0
23_511,1.0
23_529,1.0
23_592,1.0
23_647,1.0
23_778,1.0
23_832,1.0
23_848,1.0
23_852,1.0
23_858,1.0
23_1050,1.0
23_1057,1.0
23_1073,1.0
23_1089,1.0
23_1097,1.0
23_1125,1.0
23_1172,1.0
23_1183,1.0
23_1185,1.0
23_1196,1.0
23_1228,1.0
23_1249,1.0
23_1265,1.0
23_1291,1.0
23_1344,1.0
23_1357,1.0
23_1371,1.0
23_1396,1.0
23_1449,1.0
23_1573,1.0
23_1584,1.0
23_1617,1.0
23_1625,1.0
23_1641,1.0
23_1673,1.0
23_1729,1.0
23_1810,1.0
23_1957,1.0
23_2028,1.0
23_2058,1.0
23_2064,1.0
23_2108,1.0
23_2166,1.0
23_2245,1.0
23_2262,1.0
23_2294,1.0
23_2301,1.0
23_2336,1.0
23_2411,1.0
23_2417,1.0
23_2470,1.0
23_2528,1.0
23_2611,1.0
23_2692,1.0
23_2797,1.0
23_2871,1.0
23_2928,1.0
23_2942,1.0
23_3019,1.0
23_3060,1.0
23_3105,1.0
23_3135,1.0
23_3142,1.0
24_50,1.0
24_1221,1.0
24_1918,1.0
24_2490,1.0
24_2581,1.0
24_3623,1.0
24_3863,1.0
24_58559,1.0
25_21,1.0
25_25,1.0
25_110,1.0
25_150,1.0
25_161,1.0
25_185,1.0
25_215,1.0
25_260,1.0
25_261,1.0
25_292,1.0
25_315,1.0
25_380,1.0
25_432,1.0
25_457,1.0
25_480,1.0
25_595,1.0
26_455,1.0
26_590,1.0
26_1270,1.0
26_2382,1.0
26_4951,1.0
26_72249,1.0
27_260,1.0
27_356,1.0
27_597,1.0
27_1008,1.0
27_1082,1.0
27_1101,1.0
27_1196,1.0
27_1931,1.0
27_1952,1.0
27_2145,1.0
27_3098,1.0
27_3365,1.0
27_3671,1.0
28_610,1.0
28_1407,1.0
28_1580,1.0
28_1584,1.0
28_1909,1.0
28_2021,1.0
28_2311,1.0
28_2723,1.0
29_69,1.0
29_175,1.0
29_562,1.0
29_1354,1.0
29_1619,1.0
29_55553,1.0
29_69784,1.0
29_72641,1.0
30_410,1.0
30_1580,1.0
30_4701,1.0
30_33004,1.0
30_33794,1.0
30_91542,1.0
31_47,1.0
31_110,1.0
31_141,1.0
31_161,1.0
31_253,1.0
31_260,1.0
31_377,1.0
31_434,1.0
31_454,1.0
31_474,1.0
31_587,1.0
31_648,1.0
31_736,1.0
31_932,1.0
31_1036,1.0
31_1079,1.0
31_1258,1.0
31_1393,1.0
31_1459,1.0
31_1479,1.0
31_1625,1.0
31_1641,1.0
31_1693,1.0
31_1923,1.0
31_2028,1.0
31_2081,1.0
31_2141,1.0
31_2262,1.0
31_2321,1.0
31_2396,1.0
31_2710,1.0
31_3004,1.0
31_3081,1.0
31_3175,1.0
31_3206,1.0
31_3253,1.0
31_3408,1.0
31_3420,1.0
31_3481,1.0
31_3525,1.0
31_3755,1.0
31_3793,1.0
31_3841,1.0
31_4174,1.0
31_4392,1.0
31_4564,1.0
31_4639,1.0
31_4973,1.0
31_4995,1.0
31_5377,1.0
31_5472,1.0
31_5581,1.0
31_5610,1.0
31_5677,1.0
31_5707,1.0
31_5954,1.0
31_6333,1.0
31_6378,1.0
31_6440,1.0
31_6957,1.0
31_7444,1.0
31_8949,1.0
31_27724,1.0
31_30812,1.0
31_32587,1.0
31_33166,1.0
31_33836,1.0
31_42938,1.0
31_46723,1.0
31_51834,1.0
31_55805,1.0
31_60069,1.0
31_63082,1.0
32_173,1.0
32_231,1.0
32_367,1.0
32_432,1.0
32_454,1.0
32_457,1.0
33_1089,1.0
33_4993,1.0
33_58559,1.0
34_296,1.0
34_376,1.0
34_858,1.0
34_1247,1.0
34_1327,1.0
34_1707,1.0
34_5093,1.0
35_2,1.0
35_539,1.0
35_1042,1.0
35_4239,1.0
35_5064,1.0
35_7254,1.0
35_56174,1.0
35_66203,1.0
35_79132,1.0
35_134130,1.0
35_160980,1.0
35_164909,1.0
36_1,1.0
36_110,1.0
36_151,1.0
36_161,1.0
36_208,1.0
36_243,1.0
36_339,1.0
36_356,1.0
36_475,1.0
36_593,1.0
36_648,1.0
36_800,1.0
36_1183,1.0
36_1199,1.0
36_1353,1.0
36_1393,1.0
36_5060,1.0
37_110,1.0
37_858,1.0
37_1209,1.0
37_1228,1.0
37_2959,1.0
37_2997,1.0
37_3578,1.0
37_4226,1.0
37_6870,1.0
37_46723,1.0
37_56782,1.0
37_58559,1.0
37_74458,1.0
37_81932,1.0
37_82459,1.0
37_99114,1.0
37_109487,1.0
37_112556,1.0
37_122882,1.0
38_110,1.0
38_260,1.0
38_1080,1.0
38_1136,1.0
38_1222,1.0
38_1234,1.0
38_1250,1.0
38_1263,1.0
38_1617,1.0
38_1747,1.0
38_2193,1.0
38_2393,1.0
38_3980,1.0
38_4022,1.0
38_4148,1.0
38_4310,1.0
38_4886,1.0
38_5219,1.0
38_5445,1.0
38_5464,1.0
38_5528,1.0
38_5971,1.0
38_5995,1.0
38_6541,1.0
38_6874,1.0
38_7153,1.0
38_7254,1.0
38_7318,1.0
38_7373,1.0
38_8464,1.0
38_8529,1.0
38_8972,1.0
38_26776,1.0
38_30812,1.0
38_33004,1.0
38_33794,1.0
38_37733,1.0
38_41566,1.0
38_44665,1.0
38_45186,1.0
38_48774,1.0
38_52722,1.0
38_53519,1.0
38_54997,1.0
38_59315,1.0
38_60950,1.0
38_61323,1.0
38_68237,1.0
38_72378,1.0
38_95510,1.0
38_96610,1.0
39_260,1.0
39_2571,1.0
40_32,1.0
40_293,1.0
40_555,1.0
40_903,1.0
40_1136,1.0
40_1213,1.0
40_1222,1.0
40_1267,1.0
40_1343,1.0
40_1704,1.0
40_2542,1.0
40_2571,1.0
40_2858,1.0
40_3006,1.0
40_4235,1.0
40_4262,1.0
40_4878,1.0
40_46578,1.0
40_48394,1.0
40_48738,1.0
40_59315,1.0
40_64839,1.0
41_6,1.0
41_9,1.0
41_163,1.0
41_969,1.0
41_1127,1.0
41_1129,1.0
41_1221,1.0
41_1291,1.0
41_1375,1.0
41_1387,1.0
41_1518,1.0
41_1587,1.0
41_2013,1.0
41_2273,1.0
41_2365,1.0
41_2403,1.0
41_2468,1.0
41_2527,1.0
41_2529,1.0
41_2533,1.0
41_2672,1.0
41_2688,1.0
41_2699,1.0
41_2761,1.0
41_2947,1.0
41_2985,1.0
41_2990,1.0
41_3052,1.0
42_540,1.0
42_849,1.0
42_3249,1.0
43_10,1.0
43_21,1.0
43_150,1.0
43_153,1.0
43_185,1.0
43_232,1.0
43_273,1.0
43_349,1.0
43_367,1.0
43_434,1.0
43_441,1.0
43_529,1.0
43_590,1.0
43_593,1.0
43_736,1.0
43_780,1.0
43_913,1.0
43_1022,1.0
43_1029,1.0
43_1036,1.0
43_1079,1.0
43_1089,1.0
43_1132,1.0
43_1197,1.0
43_1198,1.0
43_1200,1.0
43_1210,1.0
43_1218,1.0
43_1240,1.0
43_1242,1.0
43_1266,1.0
43_1293,1.0
43_1302,1.0
43_1307,1.0
43_1394,1.0
43_1517,1.0
43_1682,1.0
43_1748,1.0
43_1956,1.0
43_2034,1.0
43_2054,1.0
43_2137,1.0
43_2268,1.0
43_2355,1.0
43_2662,1.0
43_2717,1.0
43_2872,1.0
43_2916,1.0
43_2947,1.0
43_2987,1.0
43_3072,1.0
43_3198,1.0
43_3948,1.0
43_4007,1.0
43_4246,1.0
43_4308,1.0
43_4846,1.0
43_4886,1.0
43_4979,1.0
43_5349,1.0
43_5464,1.0
43_6078,1.0
43_6218,1.0
43_6350,1.0
43_6662,1.0
43_6663,1.0
43_6807,1.0
43_6874,1.0
43_6979,1.0
43_7254,1.0
43_7361,1.0
43_7386,1.0
43_7438,1.0
43_8360,1.0
43_26509,1.0
43_26776,1.0
43_27846,1.0
43_31878,1.0
43_33679,1.0
43_34405,1.0
43_40278,1.0
43_45517,1.0
43_47518,1.0
43_47644,1.0
43_49278,1.0
43_50601,1.0
43_51939,1.0
44_260,1.0
44_1210,1.0
44_2571,1.0
44_67197,1.0
44_70336,1.0
44_71264,1.0
44_79132,1.0
44_85414,1.0
44_87232,1.0
44_97752,1.0
44_97921,1.0
45_82,1.0
45_380,1.0
45_562,1.0
45_608,1.0
45_631,1.0
45_645,1.0
45_650,1.0
45_661,1.0
45_719,1.0
45_762,1.0
45_778,1.0
45_780,1.0
45_783,1.0
45_799,1.0
45_838,1.0
46_161,1.0
46_256,1.0
46_610,1.0
46_671,1.0
46_762,1.0
46_849,1.0
46_911,1.0
46_913,1.0
46_953,1.0
46_955,1.0
46_1099,1.0
46_1200,1.0
46_1247,1.0
46_1269,1.0
46_1297,1.0
46_1301,1.0
46_1513,1.0
46_1968,1.0
46_2352,1.0
46_2791,1.0
46_3039,1.0
46_3097,1.0
46_3148,1.0
46_3578,1.0
46_3671,1.0
46_3836,1.0
46_4105,1.0
46_4835,1.0
46_4880,1.0
46_4995,1.0
46_5385,1.0
46_6303,1.0
46_6448,1.0
46_7001,1.0
46_7618,1.0
46_8368,1.0
46_45728,1.0
46_60487,1.0
47_52,1.0
47_94,1.0
47_156,1.0
47_232,1.0
47_290,1.0
47_318,1.0
47_349,1.0
47_376,1.0
47_515,1.0
47_728,1.0
47_805,1.0
48_3,1.0
48_25,1.0
48_112,1.0
48_231,1.0
49_339,1.0
50_47,1.0
50_344,1.0
50_356,1.0
50_480,1.0
50_1333,1.0
50_1721,1.0
50_2329,1.0
50_2671,1.0
50_2706,1.0
50_3255,1.0
50_3671,1.0
50_3793,1.0
50_4239,1.0
50_4246,1.0
50_4447,1.0
50_5669,1.0
50_6711,1.0
50_30707,1.0
50_48385,1.0
51_1089,1.0
51_168250,1.0
52_1968,1.0
52_2329,1.0
52_3617,1.0
52_4489,1.0
52_30707,1.0
52_80463,1.0
52_81562,1.0
53_593,1.0
53_910,1.0
53_2396,1.0
53_2929,1.0
53_4973,1.0
53_7669,1.0
54_7,1.0
54_1374,1.0
54_2011,1.0
54_2028,1.0
54_7386,1.0
55_610,1.0
55_668,1.0
55_1217,1.0
55_3461,1.0
55_5475,1.0
55_6918,1.0
55_7063,1.0
55_27815,1.0
55_39292,1.0
56_1,1.0
56_260,1.0
56_780,1.0
56_1580,1.0
56_1617,1.0
56_2858,1.0
56_4993,1.0
56_5952,1.0
57_97,1.0
57_101,1.0
57_500,1.0
57_588,1.0
57_778,1.0
57_780,1.0
57_805,1.0
57_1060,1.0
57_1203,1.0
57_1219,1.0
57_1247,1.0
57_1721,1.0
57_1753,1.0
57_1909,1.0
57_1921,1.0
57_1968,1.0
57_2011,1.0
57_2054,1.0
57_2282,1.0
57_2335,1.0
57_2431,1.0
57_2706,1.0
57_3071,1.0
57_3535,1.0
57_3617,1.0
57_3799,1.0
57_4226,1.0
57_4621,1.0
57_4873,1.0
57_4975,1.0
57_5266,1.0
57_5669,1.0
57_5879,1.0
57_5900,1.0
57_5952,1.0
57_6223,1.0
57_6323,1.0
57_6373,1.0
57_6383,1.0
57_6440,1.0
57_6711,1.0
57_8373,1.0
57_8784,1.0
57_27706,1.0
57_30749,1.0
57_31427,1.0
57_33679,1.0
57_33880,1.0
57_34048,1.0
57_34271,1.0
57_34534,1.0
57_37741,1.0
57_38061,1.0
57_39444,1.0
57_45431,1.0
57_48043,1.0
57_48082,1.0
57_48516,1.0
57_48774,1.0
57_50912,1.0
57_51694,1.0
57_53769,1.0
57_55276,1.0
57_56805,1.0
57_60069,1.0
57_66665,1.0
58_750,1.0
58_903,1.0
58_924,1.0
58_954,1.0
58_965,1.0
58_969,1.0
58_1254,1.0
58_1256,1.0
58_1269,1.0
58_1278,1.0
58_1283,1.0
58_1304,1.0
58_1394,1.0
58_1952,1.0
58_1953,1.0
58_2300,1.0
58_2302,1.0
58_2313,1.0
58_3035,1.0
58_3928,1.0
58_6437,1.0
58_8401,1.0
58_35836,1.0
58_54190,1.0
58_72378,1.0
59_22,1.0
59_47,1.0
59_272,1.0
59_296,1.0
59_349,1.0
59_457,1.0
59_543,1.0
59_551,1.0
59_593,1.0
59_595,1.0
59_596,1.0
59_608,1.0
59_750,1.0
59_913,1.0
59_1086,1.0
59_1120,1.0
59_1242,1.0
59_1266,1.0
59_1272,1.0
59_1283,1.0
59_1299,1.0
59_1343,1.0
59_1373,1.0
59_1663,1.0
59_2054,1.0
59_2087,1.0
59_2174,1.0
59_2300,1.0
59_2329,1.0
59_2421,1.0
59_2571,1.0
59_2710,1.0
59_2858,1.0
59_2918,1.0
59_2948,1.0
59_3039,1.0
59_3082,1.0
59_3175,1.0
59_3499,1.0
59_3819,1.0
59_3926,1.0
59_3993,1.0
59_3996,1.0
59_4166,1.0
59_4178,1.0
59_4225,1.0
59_4226,1.0
59_4427,1.0
59_4508,1.0
59_4672,1.0
59_4787,1.0
59_4841,1.0
59_4886,1.0
59_4896,1.0
59_5108,1.0
59_5120,1.0
59_5470,1.0
59_5544,1.0
59_5646,1.0
59_5669,1.0
59_6125,1.0
59_6180,1.0
59_6427,1.0
59_6874,1.0
59_6947,1.0
59_7018,1.0
59_7045,1.0
59_7046,1.0
59_7060,1.0
59_7064,1.0
59_7482,1.0
59_7569,1.0
59_7618,1.0
59_8228,1.0
59_8291,1.0
59_8591,1.0
59_8662,1.0
59_8880,1.0
60_1172,1.0
60_1296,1.0
60_1956,1.0
60_1960,1.0
60_2139,1.0
60_2141,1.0
60_2248,1.0
60_2406,1.0
60_2762,1.0
