movieId,rating,title,genres
117,3.0,"Young Poisoner's Handbook, The (1995)",Crime|Drama
118,2.8,If Lucy Fell (1996),Comedy|Romance
119,3.0,"Steal Big, Steal Little (1995)",Comedy
121,3.8,"Boys of St. Vincent, The (1992)",Drama
122,3.0526315789473686,Boomerang (1992),Comedy|Romance
123,4.0,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
124,3.0,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama
125,3.7142857142857144,Flirting With Disaster (1996),Comedy
126,2.7,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy
129,3.0,Pie in the Sky (1996),Comedy|Romance
130,4.5,Angela (1995),Drama
131,2.0,Frankie Starlight (1995),Drama|Romance
132,2.875,Jade (1995),Thriller
135,3.0,Down Periscope (1996),Comedy
137,1.0,Man of the Year (1995),Documentary
140,3.4782608695652173,Up Close and Personal (1996),Drama|Romance
141,3.5806451612903225,"Birdcage, The (1996)",Comedy
144,3.326923076923077,"Brothers McMullen, The (1995)",Comedy
145,3.2790697674418605,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
146,4.333333333333333,"Amazing Panda Adventure, The (1995)",Adventure|Children
147,3.642857142857143,"Basketball Diaries, The (1995)",Drama
148,4.0,"Awfully Big Adventure, An (1995)",Drama
149,4.333333333333333,Amateur (1994),Crime|Drama|Thriller
150,3.9025,Apollo 13 (1995),Adventure|Drama|IMAX
151,3.5625,Rob Roy (1995),Action|Drama|Romance|War
152,3.8333333333333335,"Addiction, The (1995)",Drama|Horror
153,2.7829457364341086,Batman Forever (1995),Action|Adventure|Comedy|Crime
154,3.8125,Beauty of the Day (Belle de jour) (1967),Drama
155,3.0555555555555554,Beyond Rangoon (1995),Adventure|Drama|War
156,3.9545454545454546,Blue in the Face (1995),Comedy|Drama
157,2.375,Canadian Bacon (1995),Comedy|War
158,2.8706896551724137,Casper (1995),Adventure|Children
159,3.9375,Clockers (1995),Crime|Drama|Mystery
160,2.3412698412698414,Congo (1995),Action|Adventure|Mystery|Sci-Fi
161,3.83125,Crimson Tide (1995),Drama|Thriller|War
162,4.136363636363637,Crumb (1994),Documentary
163,3.515873015873016,Desperado (1995),Action|Romance|Western
164,3.5576923076923075,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
165,3.443661971830986,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
166,3.0,"Doom Generation, The (1995)",Comedy|Crime|Drama
167,4.0,Feast of July (1995),Drama
168,3.116279069767442,First Knight (1995),Action|Drama|Romance
169,2.5625,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama
170,3.2884615384615383,Hackers (1995),Action|Adventure|Crime|Thriller
171,4.333333333333333,Jeffrey (1995),Comedy|Drama
172,2.5729166666666665,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
173,2.5642857142857145,Judge Dredd (1995),Action|Crime|Sci-Fi
174,2.25,Jury Duty (1995),Comedy
175,3.9565217391304346,Kids (1995),Drama
176,3.7777777777777777,Living in Oblivion (1995),Comedy
177,2.8846153846153846,Lord of Illusions (1995),Horror
178,4.7,Love & Human Remains (1993),Comedy|Drama
179,3.5,Mad Love (1995),Drama|Romance
180,3.3068181818181817,Mallrats (1995),Comedy|Romance
181,1.8,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
183,5.0,Mute Witness (1994),Comedy|Horror|Thriller
184,4.5,Nadja (1994),Drama
185,3.1029411764705883,"Net, The (1995)",Action|Crime|Thriller
186,2.875,Nine Months (1995),Comedy|Romance
187,2.8333333333333335,Party Girl (1995),Comedy
188,3.125,"Prophecy, The (1995)",Fantasy|Horror|Mystery
189,4.0,Reckless (1995),Comedy|Fantasy
190,3.8333333333333335,Safe (1995),Thriller
191,3.0,"Scarlet Letter, The (1995)",Drama|Romance
193,2.3142857142857145,Showgirls (1995),Drama
194,4.291666666666667,Smoke (1995),Comedy|Drama
195,3.2142857142857144,Something to Talk About (1995),Comedy|Drama|Romance
196,2.809090909090909,Species (1995),Horror|Sci-Fi
198,3.441860465116279,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
199,3.3333333333333335,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
200,4.0,"Tie That Binds, The (1995)",Thriller
201,4.0,Three Wishes (1995),Drama|Fantasy
202,3.0,Total Eclipse (1995),Drama|Romance
203,3.3043478260869565,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
204,3.0,Under Siege 2: Dark Territory (1995),Action
205,4.0,Unstrung Heroes (1995),Comedy|Drama
206,3.6,Unzipped (1995),Documentary
207,3.375,"Walk in the Clouds, A (1995)",Drama|Romance
208,2.752212389380531,Waterworld (1995),Action|Adventure|Sci-Fi
209,2.6,White Man's Burden (1995),Drama
211,3.3333333333333335,"Browning Version, The (1994)",Drama
213,4.222222222222222,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
214,3.0,Before the Rain (Pred dozhdot) (1994),Drama|War
215,3.7222222222222223,Before Sunrise (1995),Drama|Romance
216,3.0238095238095237,Billy Madison (1995),Comedy
217,2.7142857142857144,"Babysitter, The (1995)",Drama|Thriller
218,3.3333333333333335,Boys on the Side (1995),Comedy|Drama
219,4.25,"Cure, The (1995)",Drama
220,3.0,Castle Freak (1995),Horror
222,3.9318181818181817,Circle of Friends (1995),Drama|Romance
223,3.963302752293578,Clerks (1994),Comedy
224,3.6,Don Juan DeMarco (1995),Comedy|Drama|Romance
225,3.173076923076923,Disclosure (1994),Drama|Thriller
227,3.15625,Drop Zone (1994),Action|Thriller
228,2.0,Destiny Turns on the Radio (1995),Comedy
229,4.083333333333333,Death and the Maiden (1994),Drama|Thriller
230,3.7,Dolores Claiborne (1995),Drama|Thriller
231,3.1107594936708862,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
232,4.208333333333333,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
233,4.269230769230769,Exotica (1994),Drama
234,2.75,Exit to Eden (1994),Comedy
235,3.9038461538461537,Ed Wood (1994),Comedy|Drama
236,3.3583333333333334,French Kiss (1995),Action|Comedy|Romance
237,3.1911764705882355,Forget Paris (1995),Comedy|Romance
238,3.0,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
239,2.933333333333333,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
240,3.4,Hideaway (1995),Thriller
241,3.5,Fluke (1995),Children|Drama
242,3.75,Farinelli: il castrato (1994),Drama|Musical
243,4.0,Gordy (1995),Children|Comedy|Fantasy
244,3.0,Gumby: The Movie (1995),Animation|Children
245,3.0,The Glass Shield (1994),Crime|Drama
246,4.040983606557377,Hoop Dreams (1994),Documentary
247,3.6511627906976742,Heavenly Creatures (1994),Crime|Drama
248,3.1538461538461537,Houseguest (1994),Comedy
249,3.375,Immortal Beloved (1994),Drama|Romance
250,3.25,Heavyweights (Heavy Weights) (1995),Children|Comedy
251,3.0,"Hunted, The (1995)",Action
252,3.0609756097560976,I.Q. (1994),Comedy|Romance
253,3.396,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
254,3.0,Jefferson in Paris (1995),Drama
255,2.2,"Jerky Boys, The (1995)",Comedy
256,2.7023809523809526,Junior (1994),Comedy|Sci-Fi
257,3.576923076923077,Just Cause (1995),Mystery|Thriller
258,2.5,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
259,3.7,Kiss of Death (1995),Crime|Drama|Thriller
260,4.221649484536083,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
261,3.715686274509804,Little Women (1994),Drama
262,3.85,"Little Princess, A (1995)",Children|Drama
263,3.0,Ladybird Ladybird (1994),Drama
264,4.5,"Enfer, L' (1994)",Drama
265,3.879032258064516,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
266,3.4863013698630136,Legends of the Fall (1994),Drama|Romance|War|Western
267,2.730769230769231,Major Payne (1995),Comedy
268,4.25,Little Odessa (1994),Crime|Drama
269,3.6666666666666665,My Crazy Life (Mi vida loca) (1993),Drama
270,3.2222222222222223,Love Affair (1994),Drama|Romance
271,3.5,Losing Isaiah (1995),Drama
272,4.0,"Madness of King George, The (1994)",Comedy|Drama
273,3.1296296296296298,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
274,2.6666666666666665,Man of the House (1995),Comedy
275,2.8,Mixed Nuts (1994),Comedy
276,2.8636363636363638,Milk Money (1994),Comedy|Romance
277,3.357142857142857,Miracle on 34th Street (1994),Drama
278,3.0,Miami Rhapsody (1995),Comedy
279,2.875,My Family (1995),Drama
280,4.113636363636363,Murder in the First (1995),Drama|Thriller
281,3.861111111111111,Nobody's Fool (1994),Comedy|Drama|Romance
282,3.284090909090909,Nell (1994),Drama
283,3.0,New Jersey Drive (1995),Crime|Drama
285,4.0,Beyond Bedlam (1993),Drama|Horror
287,3.2,Nina Takes a Lover (1994),Comedy|Romance
288,3.336448598130841,Natural Born Killers (1994),Action|Crime|Thriller
289,3.4642857142857144,Only You (1994),Comedy|Romance
290,3.9375,Once Were Warriors (1994),Crime|Drama
292,3.309090909090909,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
293,4.071969696969697,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
294,3.3333333333333335,"Perez Family, The (1995)",Comedy|Romance
295,3.0,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
296,4.256172839506172,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
299,3.75,Priest (1994),Drama
300,3.75,Quiz Show (1994),Drama
301,5.0,Picture Bride (Bijo photo) (1994),Drama|Romance
302,3.7142857142857144,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
303,3.1875,"Quick and the Dead, The (1995)",Action|Thriller|Western
304,3.3333333333333335,Roommates (1995),Comedy|Drama
305,2.75,Ready to Wear (Pret-A-Porter) (1994),Comedy
306,4.171875,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
307,4.145161290322581,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
308,4.159090909090909,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
309,5.0,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama
312,3.6,Stuart Saves His Family (1995),Comedy
313,2.7142857142857144,"Swan Princess, The (1994)",Animation|Children
314,3.9411764705882355,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
315,2.909090909090909,"Specialist, The (1994)",Action|Drama|Thriller
316,3.3689655172413793,Stargate (1994),Action|Adventure|Sci-Fi
317,2.9642857142857144,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
318,4.487138263665595,"Shawshank Redemption, The (1994)",Crime|Drama
319,3.973684210526316,Shallow Grave (1994),Comedy|Drama|Thriller
320,2.75,Suture (1993),Film-Noir|Thriller
321,3.642857142857143,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
322,3.642857142857143,Swimming with Sharks (1995),Comedy|Drama
324,3.3333333333333335,"Sum of Us, The (1994)",Comedy|Drama
325,3.0,National Lampoon's Senior Trip (1995),Comedy
326,4.071428571428571,To Live (Huozhe) (1994),Drama
327,2.75,Tank Girl (1995),Action|Comedy|Sci-Fi
328,3.625,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
329,3.3508771929824563,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
330,2.7,Tales from the Hood (1995),Action|Crime|Horror
331,3.0,Tom & Viv (1994),Drama
332,3.2,Village of the Damned (1995),Horror|Sci-Fi
333,3.32,Tommy Boy (1995),Comedy
334,3.0714285714285716,Vanya on 42nd Street (1994),Drama
335,3.0,Underneath (1995),Mystery|Thriller
336,3.0,"Walking Dead, The (1995)",Drama|War
337,3.7954545454545454,What's Eating Gilbert Grape (1993),Drama
338,2.8,Virtuosity (1995),Action|Sci-Fi|Thriller
339,3.4405940594059405,While You Were Sleeping (1995),Comedy|Romance
340,3.0,"War, The (1994)",Adventure|Drama|War
341,4.5,Double Happiness (1994),Drama
342,3.4375,Muriel's Wedding (1994),Comedy
343,3.0,"Baby-Sitters Club, The (1995)",Children
344,2.8714285714285714,Ace Ventura: Pet Detective (1994),Comedy
345,3.75,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
346,3.0,Backbeat (1993),Drama|Musical
347,3.857142857142857,Bitter Moon (1992),Drama|Film-Noir|Romance
348,3.9375,Bullets Over Broadway (1994),Comedy
349,3.7869565217391306,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
350,3.3285714285714287,"Client, The (1994)",Drama|Mystery|Thriller
351,3.1923076923076925,"Corrina, Corrina (1994)",Comedy|Drama|Romance
352,3.357142857142857,Crooklyn (1994),Comedy|Drama
353,3.58955223880597,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
354,3.5,Cobb (1994),Drama
355,2.2051282051282053,"Flintstones, The (1994)",Children|Comedy|Fantasy
356,4.05425219941349,Forrest Gump (1994),Comedy|Drama|Romance|War
357,3.6844262295081966,Four Weddings and a Funeral (1994),Comedy|Romance
358,2.4285714285714284,Higher Learning (1995),Drama
360,2.5,I Love Trouble (1994),Action|Comedy
361,3.38,It Could Happen to You (1994),Comedy|Drama|Romance
362,3.45,"Jungle Book, The (1994)",Adventure|Children|Romance
363,4.5,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
364,3.7775,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
365,3.0,Little Buddha (1993),Drama
366,3.272727272727273,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
367,3.070063694267516,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
368,3.535211267605634,Maverick (1994),Adventure|Comedy|Western
369,3.0555555555555554,Mrs. Parker and the Vicious Circle (1994),Drama
370,3.0522388059701493,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
371,3.25,"Paper, The (1994)",Comedy|Drama
372,3.0588235294117645,Reality Bites (1994),Comedy|Drama|Romance
373,4.138888888888889,Red Rock West (1992),Thriller
374,2.1,Richie Rich (1994),Children|Comedy
375,3.6666666666666665,Safe Passage (1994),Drama
376,3.425531914893617,"River Wild, The (1994)",Action|Thriller
377,3.566666666666667,Speed (1994),Action|Romance|Thriller
378,3.25,Speechless (1994),Comedy|Romance
379,3.261904761904762,Timecop (1994),Action|Sci-Fi|Thriller
380,3.515151515151515,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
381,3.1379310344827585,When a Man Loves a Woman (1994),Drama|Romance
382,3.1052631578947367,Wolf (1994),Drama|Horror|Romance|Thriller
383,3.1153846153846154,Wyatt Earp (1994),Western
384,3.25,Bad Company (1995),Action|Crime|Drama
387,3.6666666666666665,"Low Down Dirty Shame, A (1994)",Action|Comedy
388,3.6666666666666665,Boys Life (1995),Drama
389,4.0,"Colonel Chabert, Le (1994)",Drama|Romance|War
390,4.1,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
391,3.0,Jason's Lyric (1994),Crime|Drama
392,2.6666666666666665,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation
393,2.1,Street Fighter (1994),Action|Adventure|Fantasy
401,4.0,Mirage (1995),Action|Thriller
405,2.3125,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
407,3.05,In the Mouth of Madness (1995),Horror|Thriller
408,3.0,8 Seconds (1994),Drama
409,2.5,Above the Rim (1994),Crime|Drama
410,3.1506849315068495,Addams Family Values (1993),Children|Comedy|Fantasy
412,3.54,"Age of Innocence, The (1993)",Drama
413,2.3076923076923075,Airheads (1994),Comedy
414,2.5,"Air Up There, The (1994)",Comedy
415,2.8333333333333335,Another Stakeout (1993),Comedy|Thriller
416,3.25,Bad Girls (1994),Western
417,3.6153846153846154,Barcelona (1994),Comedy|Romance
418,3.0,Being Human (1993),Drama
419,2.6,"Beverly Hillbillies, The (1993)",Comedy
420,2.6315789473684212,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
421,3.0,Black Beauty (1994),Adventure|Children|Drama
422,3.7222222222222223,Blink (1994),Thriller
423,3.392857142857143,Blown Away (1994),Action|Thriller
424,3.0,Blue Chips (1994),Drama
425,3.875,Blue Sky (1994),Drama|Romance
426,3.1666666666666665,Body Snatchers (1993),Horror|Sci-Fi|Thriller
427,2.4285714285714284,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
428,3.717391304347826,"Bronx Tale, A (1993)",Drama
429,2.5555555555555554,Cabin Boy (1994),Comedy
431,3.671875,Carlito's Way (1993),Crime|Drama
432,2.6507936507936507,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
433,2.857142857142857,Clean Slate (1994),Comedy
434,3.0849056603773586,Cliffhanger (1993),Action|Adventure|Thriller
435,2.463636363636364,Coneheads (1993),Comedy|Sci-Fi
436,2.2,Color of Night (1994),Drama|Thriller
437,2.75,Cops and Robbersons (1994),Comedy
438,3.0,"Cowboy Way, The (1994)",Action|Comedy|Drama
439,1.0,Dangerous Game (1993),Drama
440,3.561111111111111,Dave (1993),Comedy|Romance
441,3.6621621621621623,Dazed and Confused (1993),Comedy
442,2.968421052631579,Demolition Man (1993),Action|Adventure|Sci-Fi
443,2.6666666666666665,"Endless Summer 2, The (1994)",Adventure|Documentary
444,3.0,Even Cowgirls Get the Blues (1993),Comedy|Romance
445,3.111111111111111,Fatal Instinct (1993),Comedy
446,4.0,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
447,4.0,"Favor, The (1994)",Comedy|Romance
448,3.590909090909091,Fearless (1993),Drama
449,3.5,Fear of a Black Hat (1994),Comedy
450,3.4375,With Honors (1994),Comedy|Drama
451,3.4285714285714284,Flesh and Bone (1993),Drama|Mystery|Romance
452,4.0,Widows' Peak (1994),Drama
453,2.4,For Love or Money (1993),Comedy|Romance
454,3.4727272727272727,"Firm, The (1993)",Drama|Thriller
455,2.838709677419355,Free Willy (1993),Adventure|Children|Drama
456,3.3333333333333335,Fresh (1994),Crime|Drama|Thriller
457,3.9530516431924885,"Fugitive, The (1993)",Thriller
458,3.75,Geronimo: An American Legend (1993),Drama|Western
459,3.5,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
460,2.5,Getting Even with Dad (1994),Comedy
461,3.3,Go Fish (1994),Drama|Romance
463,3.4285714285714284,Guilty as Sin (1993),Crime|Drama|Thriller
464,3.111111111111111,Hard Target (1993),Action|Adventure|Crime|Thriller
465,3.5,Heaven & Earth (1993),Action|Drama|War
466,3.169491525423729,Hot Shots! Part Deux (1993),Action|Comedy|War
467,3.3333333333333335,Live Nude Girls (1995),Comedy
468,3.303030303030303,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
469,3.125,"House of the Spirits, The (1993)",Drama|Romance
470,2.0,House Party 3 (1994),Comedy
471,3.877551020408163,"Hudsucker Proxy, The (1994)",Comedy
472,3.5,I'll Do Anything (1994),Comedy|Drama
473,1.0,In the Army Now (1994),Comedy|War
474,3.8625,In the Line of Fire (1993),Action|Thriller
475,4.209677419354839,In the Name of the Father (1993),Drama
476,4.0,"Inkwell, The (1994)",Comedy|Drama
477,3.59375,What's Love Got to Do with It? (1993),Drama|Musical
479,3.25,Judgment Night (1993),Action|Crime|Thriller
480,3.7062043795620436,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
481,3.34375,Kalifornia (1993),Drama|Thriller
482,2.85,Killing Zoe (1994),Crime|Drama|Thriller
483,2.75,King of the Hill (1993),Drama
484,2.75,Lassie (1994),Adventure|Children
485,2.8867924528301887,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
486,2.5,Life with Mikey (1993),Comedy
487,3.5,Lightning Jack (1994),Comedy|Western
488,3.125,M. Butterfly (1993),Drama|Romance
489,2.625,Made in America (1993),Comedy
490,3.4285714285714284,Malice (1993),Thriller
491,3.2857142857142856,"Man Without a Face, The (1993)",Drama
492,3.738095238095238,Manhattan Murder Mystery (1993),Comedy|Mystery
493,3.3043478260869565,Menace II Society (1993),Action|Crime|Drama
494,3.4754098360655736,Executive Decision (1996),Action|Adventure|Thriller
495,3.8125,In the Realm of the Senses (Ai no corrida) (1976),Drama
496,2.6666666666666665,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
497,3.9833333333333334,Much Ado About Nothing (1993),Comedy|Romance
498,2.6666666666666665,Mr. Jones (1993),Drama|Romance
499,3.0,Mr. Wonderful (1993),Comedy|Romance
500,3.4673202614379086,Mrs. Doubtfire (1993),Comedy|Drama
501,4.1,Naked (1993),Drama
502,2.4375,"Next Karate Kid, The (1994)",Action|Children|Romance
504,3.2,No Escape (1994),Action|Drama|Sci-Fi
505,2.7142857142857144,North (1994),Comedy
506,3.111111111111111,Orlando (1992),Drama|Fantasy|Romance
